Id,Text,Source,Lang,CreatedAt,FavoriteCount,IsRetweet,RetweetCount,InReplyToStatusId,InReplyToScreenName,InReplyToUserId,UserId,UserName,UserScreenName,UserDescription,UserCreatedAt,UserTweets,UserFavoritesCount,UserFollowersCount,UserFollowingCount,UserListedCount,UserLocation,UserLang,UserTimeZone,UserUtcOffset,UserURL,UserProfileImageURL,UserOriginalProfileImageURLHttps,UserDefaultProfileImage,CurrentUserRetweetId,GeoLocationLatitude,GeoLocationLongitude,PlaceName,PlaceFullName,PlaceType,PlaceStreetAddress,PlaceCountryCode,PlaceCountry,PlaceBoundingBoxType,PlaceBoundingBoxCoordinates,UserMentionEntities,HashtagEntities,URLEntities,MediaEntities,Favorited,Retweeted,PossiblySensitive,Truncated,RetweetedStatusId,RetweetedStatusText,RetweetedStatusSource,RetweetedStatusLang,RetweetedStatusCreatedAt,RetweetedStatusUserId,RetweetedStatusUserName,RetweetedStatusUserScreenName,RetweetedStatusUserTweets,RetweetedStatusUserFavoritesCount,RetweetedStatusUserFollowersCount,RetweetedStatusUserFollowingCount,RetweetedStatusUserListedCount,keyword,UserFollowingFollowerRatio,UserTweetFollowingRatio,UserFavoriteFollowingRatio,UserTweetFavoriteRatio,Words,Bigrams,Trigrams,Url,InfluenceScore
1005113374823321602,RT @OliFrankPhonak: Dominic was officially diagnosed with a single-sided deafness in his right ear when he was three years old. Find out wh…,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,8/6/18 15:44,0,TRUE,2,-1,,-1,550480415,Nick Higgins,Twinaided,40 years + of single & stereo hearing aids. Experienced user of hearing technology. Linx2 aids remove my quiet life. Teacher & father of 3. Let's enable.,10/4/12 22:04,11933,5395,289,263,69,,en,,-1,,http://pbs.twimg.com/profile_images/614905163388690434/qqhg_ssi_normal.jpg,https://pbs.twimg.com/profile_images/614905163388690434/qqhg_ssi.jpg,FALSE,-1,,,,,,,,,,,[OliFrankPhonak],,,,FALSE,FALSE,FALSE,FALSE,1004801335051595776,"Dominic was officially diagnosed with a single-sided deafness in his right ear when he was three years old. Find out why his mother says today: “We saw an immediate difference in almost every aspect of his daily life”
#Phonak #CROS #hearing #SSD #UHL https://t.co/BwyaI4NGKr","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,7/6/18 19:04,827954579165872128,Oliver Frank,OliFrankPhonak,280,221,102,133,0,phonak,0.91,45.37,20.51,2.21,"[dominic, was, officially, diagnosed, single-sided, deafness, his, right, ear, when, he, was, three, years, old, find, out, his, mother, says, today, saw, immediate, difference, almost, every, aspect, his, daily, life, phonak, cros, hearing, ssd, uhl, bwyai4ngkr]","[dominic was, was officially, officially diagnosed, diagnosed with, with a, a single-sided, single-sided deafness, deafness in, in his, his right, right ear, ear when, when he, he was, was three, three years, years old, old find, find out, out why, why his, his mother, mother says, says today, today we, we saw, saw an, an immediate, immediate difference, difference in, in almost, almost every, every aspect, aspect of, of his, his daily, daily life, life phonak, phonak cros, cros hearing, hearing ssd, ssd uhl, uhl https, https t.co, t.co bwyai4ngkr]","[dominic was officially, was officially diagnosed, officially diagnosed with, diagnosed with a, with a single-sided, a single-sided deafness, single-sided deafness in, deafness in his, in his right, his right ear, right ear when, ear when he, when he was, he was three, was three years, three years old, years old find, old find out, find out why, out why his, why his mother, his mother says, mother says today, says today we, today we saw, we saw an, saw an immediate, an immediate difference, immediate difference in, difference in almost, in almost every, almost every aspect, every aspect of, aspect of his, of his daily, his daily life, daily life phonak, life phonak cros, phonak cros hearing, cros hearing ssd, hearing ssd uhl, ssd uhl https, uhl https t.co, https t.co bwyai4ngkr]",https://twitter.com/Twinaided/status/1005113374823321602,8
1005110029542969345,Aparaty s_uchowe Phonak dla pocz_tkuj_cych u_ytkowników https://t.co/F231fVM2Pt przez @StrefaSluchu,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",pl,8/6/18 15:31,1,FALSE,0,-1,,-1,721324350826233856,Strefa S_uchu,StrefaSluchu,Strefa S_uchu Aparaty S_uchowe,16/4/16 13:08,162,612,37,211,0,"Warszawa, Polska",pl,,-1,https://t.co/SeCNLW8YnJ,http://pbs.twimg.com/profile_images/721329114406379520/3uy-VnRc_normal.jpg,https://pbs.twimg.com/profile_images/721329114406379520/3uy-VnRc.jpg,FALSE,-1,,,,,,,,,,,[StrefaSluchu],,[http://www.strefasluchu.pl/blog/aparaty-sluchowe-phonak-dla-poczatkujacych-uzytkownikow/],,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,phonak,5.70,0.77,2.90,0.26,"[aparaty, s_uchowe, phonak, dla, pocz_tkuj_cych, u_ytkowników, f231fvm2pt, przez, strefasluchu]","[aparaty s_uchowe, s_uchowe phonak, phonak dla, dla pocz_tkuj_cych, pocz_tkuj_cych u_ytkowników, u_ytkowników https, https t.co, t.co f231fvm2pt, f231fvm2pt przez, przez strefasluchu]","[aparaty s_uchowe phonak, s_uchowe phonak dla, phonak dla pocz_tkuj_cych, dla pocz_tkuj_cych u_ytkowników, pocz_tkuj_cych u_ytkowników https, u_ytkowników https t.co, https t.co f231fvm2pt, t.co f231fvm2pt przez, f231fvm2pt przez strefasluchu]",https://twitter.com/StrefaSluchu/status/1005110029542969345,1
1005102496786903041,Understanding speech in various social settings is key. Roger Select puts the ìlifeî back into social life -  helping your clients hear in noisy listening environments. #Phonak #PhonakRoger #HearingLoss https://t.co/LRDHfwEjuH https://t.co/zbsyih1rAT,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",en,8/6/18 15:01,1,FALSE,0,-1,,-1,745569711421816832,Phonak UK,PhonakUK,"Phonak, a member of the Sonova Group, was born in 1947 from a passion and dedication to take on the most difficult hearing challenges.",22/6/16 10:50,1069,672,793,651,12,"Warrington, England",en-gb,,-1,https://t.co/Y5DkjXEklb,http://pbs.twimg.com/profile_images/768359979908734976/HQL6lfER_normal.jpg,https://pbs.twimg.com/profile_images/768359979908734976/HQL6lfER.jpg,FALSE,-1,,,,,,,,,,,,"[Phonak, PhonakRoger, HearingLoss]",[http://ow.ly/rpR630kgyCU],[https://twitter.com/PhonakUK/status/1005102496786903041/photo/1],FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,phonak,0.82,1.64,1.03,1.59,"[understanding, speech, various, social, settings, key, roger, select, puts, life, back, into, social, life, helping, clients, hear, noisy, listening, environments, phonak, phonakroger, hearingloss, lrdhfwejuh, zbsyih1rat]","[understanding speech, speech in, in various, various social, social settings, settings is, is key, key roger, roger select, select puts, puts the, the life, life back, back into, into social, social life, life helping, helping your, your clients, clients hear, hear in, in noisy, noisy listening, listening environments, environments phonak, phonak phonakroger, phonakroger hearingloss, hearingloss https, https t.co, t.co lrdhfwejuh, lrdhfwejuh https, https t.co, t.co zbsyih1rat]","[understanding speech in, speech in various, in various social, various social settings, social settings is, settings is key, is key roger, key roger select, roger select puts, select puts the, puts the life, the life back, life back into, back into social, into social life, social life helping, life helping your, helping your clients, your clients hear, clients hear in, hear in noisy, in noisy listening, noisy listening environments, listening environments phonak, environments phonak phonakroger, phonak phonakroger hearingloss, phonakroger hearingloss https, hearingloss https t.co, https t.co lrdhfwejuh, t.co lrdhfwejuh https, lrdhfwejuh https t.co, https t.co zbsyih1rat]",https://twitter.com/PhonakUK/status/1005102496786903041,1
1005083825842606080,Where was Leo now? Splashing around at the Wisconsin Dells! Let us know where you spot him at #LeoSummerFun. https://t.co/zXcrTkuYaU,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",en,8/6/18 13:47,0,FALSE,0,-1,,-1,973451442,Phonak - Life is On,phonak,Phonak offers life-changing hearing solutions. Share your stories & ask us questions! Chat with us live #HearingLossHour 1pm UTC+1.  1st Wed each month!,27/11/12 7:47,10411,2811,16721,1605,185,,en,,-1,http://t.co/MAaX4RetVS,http://pbs.twimg.com/profile_images/2901668058/c7390961029e20b8176f4c48308f3be8_normal.png,https://pbs.twimg.com/profile_images/2901668058/c7390961029e20b8176f4c48308f3be8.png,FALSE,-1,,,,,,,,,,,,[LeoSummerFun],,[https://twitter.com/phonak/status/1005083825842606080/photo/1],FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,phonak,0.10,6.49,1.75,3.70,"[where, was, leo, now, splashing, around, wisconsin, dells, let, us, know, where, spot, him, leosummerfun, zxcrtkuyau]","[where was, was leo, leo now, now splashing, splashing around, around at, at the, the wisconsin, wisconsin dells, dells let, let us, us know, know where, where you, you spot, spot him, him at, at leosummerfun, leosummerfun https, https t.co, t.co zxcrtkuyau]","[where was leo, was leo now, leo now splashing, now splashing around, splashing around at, around at the, at the wisconsin, the wisconsin dells, wisconsin dells let, dells let us, let us know, us know where, know where you, where you spot, you spot him, spot him at, him at leosummerfun, at leosummerfun https, leosummerfun https t.co, https t.co zxcrtkuyau]",https://twitter.com/phonak/status/1005083825842606080,0
1005082349808128000,New post (Phonak Hearing Aid SMALL Size CLOSED Domes) has been published on What's Trending Now - https://t.co/gzvp1Ommus https://t.co/Qg9PUde2wV,"<a href=""https://whatstrendingnow.website"" rel=""nofollow"">whatstrendingnow.website</a>",en,8/6/18 13:41,0,FALSE,0,-1,,-1,535464212,Trending Now,tellstorycom,What's trending these days!,24/3/12 15:57,20901,1365,2156,2045,10,"Chicago, IL",en,,-1,https://t.co/MZBfxVb4DF,http://pbs.twimg.com/profile_images/893121268475502592/W7ko5VSo_normal.jpg,https://pbs.twimg.com/profile_images/893121268475502592/W7ko5VSo.jpg,FALSE,-1,,,,,,,,,,,,,[https://whatstrendingnow.website/2018/03/28/phonak-hearing-aid-small-size-closed-domes-2/],[https://twitter.com/tellstorycom/status/1005082349808128000/photo/1],FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,phonak,0.95,10.22,0.67,15.31,"[post, phonak, hearing, aid, small, size, closed, domes, has, been, published, what's, trending, now, gzvp1ommus, qg9pude2wv]","[new post, post phonak, phonak hearing, hearing aid, aid small, small size, size closed, closed domes, domes has, has been, been published, published on, on what's, what's trending, trending now, now https, https t.co, t.co gzvp1ommus, gzvp1ommus https, https t.co, t.co qg9pude2wv]","[new post phonak, post phonak hearing, phonak hearing aid, hearing aid small, aid small size, small size closed, size closed domes, closed domes has, domes has been, has been published, been published on, published on what's, on what's trending, what's trending now, trending now https, now https t.co, https t.co gzvp1ommus, t.co gzvp1ommus https, gzvp1ommus https t.co, https t.co qg9pude2wv]",https://twitter.com/tellstorycom/status/1005082349808128000,0
1005049443832524801,"Built with ground-breaking MultiBeam Technology, Roger Select helps you hear better in group conversations no matter what the background noise may be. Purchase today from our website > https://t.co/wRErZdeBS2 https://t.co/vMnbKyvT5m","<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",en,8/6/18 11:30,1,FALSE,0,-1,,-1,605733988,FM Hearing Systems,fmhearingsystem,"FM Hearing Aid Systems, for the car, home, school, work and many other situations.",11/6/12 20:41,747,10,363,495,2,"Keighley, West Yorkshire, UK",en,,-1,http://t.co/luB0EXRI3V,http://pbs.twimg.com/profile_images/415494897345388545/oAGyeNj9_normal.jpeg,https://pbs.twimg.com/profile_images/415494897345388545/oAGyeNj9.jpeg,FALSE,-1,,,,,,,,,,,,,[http://ow.ly/oa6130kfmcc],[https://twitter.com/fmhearingsystem/status/1005049443832524801/photo/1],FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,phonak,1.36,1.51,0.02,74.70,"[built, ground-breaking, multibeam, technology, roger, select, helps, hear, better, group, conversations, no, matter, background, noise, may, purchase, today, website, wrerzdebs2, vmnbkyvt5m]","[built with, with ground-breaking, ground-breaking multibeam, multibeam technology, technology roger, roger select, select helps, helps you, you hear, hear better, better in, in group, group conversations, conversations no, no matter, matter what, what the, the background, background noise, noise may, may be, be purchase, purchase today, today from, from our, our website, website https, https t.co, t.co wrerzdebs2, wrerzdebs2 https, https t.co, t.co vmnbkyvt5m]","[built with ground-breaking, with ground-breaking multibeam, ground-breaking multibeam technology, multibeam technology roger, technology roger select, roger select helps, select helps you, helps you hear, you hear better, hear better in, better in group, in group conversations, group conversations no, conversations no matter, no matter what, matter what the, what the background, the background noise, background noise may, noise may be, may be purchase, be purchase today, purchase today from, today from our, from our website, our website https, website https t.co, https t.co wrerzdebs2, t.co wrerzdebs2 https, wrerzdebs2 https t.co, https t.co vmnbkyvt5m]",https://twitter.com/fmhearingsystem/status/1005049443832524801,1
1005045006812483585,Bringing colleagues and extraordinary minds together for #phonakkids https://t.co/9IEe8eM0uj,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,8/6/18 11:12,0,FALSE,0,-1,,-1,752599175355895817,PARC,PhonakPARC,,11/7/16 20:23,243,471,164,95,1,"Warrenville, IL",en,,-1,,http://pbs.twimg.com/profile_images/752613648292519936/xnvjVwWf_normal.jpg,https://pbs.twimg.com/profile_images/752613648292519936/xnvjVwWf.jpg,FALSE,-1,,,,,,,,,,,,[phonakkids],[https://twitter.com/phonak/status/1004806851429650434],,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,phonak,0.58,2.56,4.96,0.52,"[bringing, colleagues, extraordinary, minds, together, phonakkids, 9iee8em0uj]","[bringing colleagues, colleagues and, and extraordinary, extraordinary minds, minds together, together for, for phonakkids, phonakkids https, https t.co, t.co 9iee8em0uj]","[bringing colleagues and, colleagues and extraordinary, and extraordinary minds, extraordinary minds together, minds together for, together for phonakkids, for phonakkids https, phonakkids https t.co, https t.co 9iee8em0uj]",https://twitter.com/PhonakPARC/status/1005045006812483585,0
1005026742015324160,"On June 12, Dr. Gurjit Singh will be presenting a webinar on perceptions toward eAudiology and new audiological findings. It’s part of the Phonak new monthly webinar series on eAudiology. #eaudiologyphonak https://t.co/tak54HB2yG https://t.co/6AcA6hu1gq","<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",en,8/6/18 10:00,0,FALSE,0,-1,,-1,1366471512,Gianluca Terragni,gterragni74,,20/4/13 8:20,71,8,9,41,0,Trezzano S/N,it,,-1,,http://pbs.twimg.com/profile_images/541864684358750208/DOdypNTA_normal.jpeg,https://pbs.twimg.com/profile_images/541864684358750208/DOdypNTA.jpeg,FALSE,-1,,,,,,,,,,,,[eaudiologyphonak],[http://learning.phonakpro.com/],[https://twitter.com/gterragni74/status/1005026742015324160/photo/1],FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,phonak,4.56,1.73,0.20,8.88,"[june, 12, dr, gurjit, singh, will, presenting, webinar, perceptions, toward, eaudiology, audiological, findings, s, part, phonak, monthly, webinar, series, eaudiology, eaudiologyphonak, tak54hb2yg, 6aca6hu1gq]","[on june, june 12, 12 dr, dr gurjit, gurjit singh, singh will, will be, be presenting, presenting a, a webinar, webinar on, on perceptions, perceptions toward, toward eaudiology, eaudiology and, and new, new audiological, audiological findings, findings it, it s, s part, part of, of the, the phonak, phonak new, new monthly, monthly webinar, webinar series, series on, on eaudiology, eaudiology eaudiologyphonak, eaudiologyphonak https, https t.co, t.co tak54hb2yg, tak54hb2yg https, https t.co, t.co 6aca6hu1gq]","[on june 12, june 12 dr, 12 dr gurjit, dr gurjit singh, gurjit singh will, singh will be, will be presenting, be presenting a, presenting a webinar, a webinar on, webinar on perceptions, on perceptions toward, perceptions toward eaudiology, toward eaudiology and, eaudiology and new, and new audiological, new audiological findings, audiological findings it, findings it s, it s part, s part of, part of the, of the phonak, the phonak new, phonak new monthly, new monthly webinar, monthly webinar series, webinar series on, series on eaudiology, on eaudiology eaudiologyphonak, eaudiology eaudiologyphonak https, eaudiologyphonak https t.co, https t.co tak54hb2yg, t.co tak54hb2yg https, tak54hb2yg https t.co, https t.co 6aca6hu1gq]",https://twitter.com/gterragni74/status/1005026742015324160,0
1005025120627380224,Phonak's Com-Pilot Stickertastic Pimps are a great idea for colour co-ordinating your wardrobe! https://t.co/yCi03qIGk3,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>",en,8/6/18 9:53,0,FALSE,0,-1,,-1,1496690160,Sarah Smith,TubetasticPimps,Helping Kids and Adults be proud to wear their hearing aids & CI's @Theopaphitis #SBS Winner 19/12/16,9/6/13 21:59,14015,680,1342,2172,46,"Leighton Buzzard,UK",en,,-1,https://t.co/jcge9qSfpa,http://pbs.twimg.com/profile_images/859740423669133312/1avooFZH_normal.jpg,https://pbs.twimg.com/profile_images/859740423669133312/1avooFZH.jpg,FALSE,-1,,,,,,,,,,,,,[http://dld.bz/f2QBW],,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,phonak,1.62,6.45,0.31,20.61,"[phonak's, com-pilot, stickertastic, pimps, great, idea, colour, co-ordinating, wardrobe, yci03qigk3]","[phonak's com-pilot, com-pilot stickertastic, stickertastic pimps, pimps are, are a, a great, great idea, idea for, for colour, colour co-ordinating, co-ordinating your, your wardrobe, wardrobe https, https t.co, t.co yci03qigk3]","[phonak's com-pilot stickertastic, com-pilot stickertastic pimps, stickertastic pimps are, pimps are a, are a great, a great idea, great idea for, idea for colour, for colour co-ordinating, colour co-ordinating your, co-ordinating your wardrobe, your wardrobe https, wardrobe https t.co, https t.co yci03qigk3]",https://twitter.com/TubetasticPimps/status/1005025120627380224,0
1005020790105018369,"RT @Aspinall_Ink: Happy Friday & #ff to our lovely clients, @coastmag @_LandScapemag @KingfisherVG @RedLionEarlston @TheFiveTurrets @cosypo…","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,8/6/18 9:36,0,TRUE,1,-1,,-1,1338977233,"The Red Lion, Earlston",RedLionEarlston,"Always a warm welcome at our cosy coaching inn. 8 rooms. Good pub food. Families, walkers, cyclists and dogs welcome.",9/4/13 11:40,3053,336,442,1021,7,"Earlston, Scottish Borders",en-gb,,-1,https://t.co/qxhMkDHWw3,http://pbs.twimg.com/profile_images/3498080778/7e3b376900984a9d49671d17e28055eb_normal.jpeg,https://pbs.twimg.com/profile_images/3498080778/7e3b376900984a9d49671d17e28055eb.jpeg,FALSE,-1,,,,,,,,,,,"[Aspinall_Ink, coastmag, _LandScapemag, KingfisherVG, RedLionEarlston, TheFiveTurrets]",[ff],,,FALSE,FALSE,FALSE,FALSE,1005014431036821505,"Happy Friday & #ff to our lovely clients, @coastmag @_LandScapemag @KingfisherVG @RedLionEarlston @TheFiveTurrets @cosypottingshed @ThePloughInnL @HearwithRayovac @phonak @cu4air @guardianscience @LilliardGin #copywriting #journalism #webdesign #photography #socialmediamanagement","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,8/6/18 9:11,239372991,Angie Aspinall,Aspinall_Ink,54498,1220,5344,1680,265,phonak,2.31,2.99,0.33,9.09,"[happy, friday, ff, lovely, clients, coastmag, landscapemag, kingfishervg, redlionearlston, thefiveturrets, cosypottingshed, theploughinnl, hearwithrayovac, phonak, cu4air, guardianscience, lilliardgin, copywriting, journalism, webdesign, photography, socialmediamanagement]","[happy friday, friday ff, ff to, to our, our lovely, lovely clients, clients coastmag, coastmag landscapemag, landscapemag kingfishervg, kingfishervg redlionearlston, redlionearlston thefiveturrets, thefiveturrets cosypottingshed, cosypottingshed theploughinnl, theploughinnl hearwithrayovac, hearwithrayovac phonak, phonak cu4air, cu4air guardianscience, guardianscience lilliardgin, lilliardgin copywriting, copywriting journalism, journalism webdesign, webdesign photography, photography socialmediamanagement]","[happy friday ff, friday ff to, ff to our, to our lovely, our lovely clients, lovely clients coastmag, clients coastmag landscapemag, coastmag landscapemag kingfishervg, landscapemag kingfishervg redlionearlston, kingfishervg redlionearlston thefiveturrets, redlionearlston thefiveturrets cosypottingshed, thefiveturrets cosypottingshed theploughinnl, cosypottingshed theploughinnl hearwithrayovac, theploughinnl hearwithrayovac phonak, hearwithrayovac phonak cu4air, phonak cu4air guardianscience, cu4air guardianscience lilliardgin, guardianscience lilliardgin copywriting, lilliardgin copywriting journalism, copywriting journalism webdesign, journalism webdesign photography, webdesign photography socialmediamanagement]",https://twitter.com/RedLionEarlston/status/1005020790105018369,4
